run_accession	study_accession	study_title	experiment_accession	experiment_title	experiment_desc	organism_taxid	organism_name	library_name	library_strategy	library_source	library_selection	library_layout	sample_accession	sample_title	instrument	instrument_model	instrument_model_desc	total_spots	total_size	run_total_spots	run_total_bases	run_alias	public_filename	public_url	public_size	public_date	public_md5	public_version	public_semantic_name	public_supertype	public_sratoolkit	ncbi_url	ncbi_free_egress	ncbi_access_type	aws_url	aws_free_egress	aws_access_type	gcp_url	gcp_free_egress	gcp_access_type	experiment_alias	source_name	strain	genotype	cell type	ena_fastq_http	ena_fastq_http_1	ena_fastq_http_2	ena_fastq_ftp	ena_fastq_ftp_1	ena_fastq_ftp_2
SRR5799478	SRP110978	ImmGen ATAC-seq data	SRX2978945	GSM2692266: NKT.Sp.LPS.3hr#2; Mus musculus; ATAC-seq	GSM2692266: NKT.Sp.LPS.3hr#2; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332837		NextSeq 500	NextSeq 500	ILLUMINA	12283021	357556033	12283021	921226575	GSM2692266_r1	NKT.Sp.LPS.3hr.rep2.R1.fastq.bz2	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5799478/SRR5799478	251080421	2020-03-26 18:22:35	7d13fc0fff6f73de75289158c7aa9c4a	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799478.sralite.1	worldwide	anonymous	s3://sra-pub-src-6/SRR5799478/NKT.Sp.LPS.3hr.rep2.R1.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-5/SRR5799478/SRR5799478.zq.1	gs.US	gcp identity	GSM2692266	Spleen	C57BL/6		NKT Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799478/SRR5799478_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799478/SRR5799478_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/008/SRR5799478/SRR5799478_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/008/SRR5799478/SRR5799478_2.fastq.gz
SRR5799479	SRP110978	ImmGen ATAC-seq data	SRX2978946	GSM2692267: NKT.Sp.LPS.18hr#1; Mus musculus; ATAC-seq	GSM2692267: NKT.Sp.LPS.18hr#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332838		NextSeq 500	NextSeq 500	ILLUMINA	11268572	337991255	11268572	845142900	GSM2692267_r1	NKT.Sp.LPS.18hr.rep1.R1.fastq.bz2	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799479.sralite.1	235301280	2020-03-26 07:24:30	2fc321daed51ce4aab383e95e816894a	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799479.sralite.1	worldwide	anonymous	s3://sra-pub-src-6/SRR5799479/NKT.Sp.LPS.18hr.rep1.R1.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-6/SRR5799479/SRR5799479.zq.1	gs.US	gcp identity	GSM2692267	Spleen	C57BL/6		NKT Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799479/SRR5799479_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799479/SRR5799479_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/009/SRR5799479/SRR5799479_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/009/SRR5799479/SRR5799479_2.fastq.gz
SRR5799480	SRP110978	ImmGen ATAC-seq data	SRX2978947	GSM2692268: NKT.Sp.LPS.18hr#2; Mus musculus; ATAC-seq	GSM2692268: NKT.Sp.LPS.18hr#2; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332839		NextSeq 500	NextSeq 500	ILLUMINA	10791339	321727015	10791339	809350425	GSM2692268_r1	NKT.Sp.LPS.18hr.rep2.R2.fastq.bz2	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799480.sralite.1	224702750	2020-03-26 12:20:00	8d85b24f8358a6b769c6e41572d82525	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799480.sralite.1	worldwide	anonymous	s3://sra-pub-src-5/SRR5799480/NKT.Sp.LPS.18hr.rep2.R2.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-5/SRR5799480/SRR5799480.zq.1	gs.US	gcp identity	GSM2692268	Spleen	C57BL/6		NKT Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799480/SRR5799480_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799480/SRR5799480_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/000/SRR5799480/SRR5799480_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/000/SRR5799480/SRR5799480_2.fastq.gz
SRR5799481	SRP110978	ImmGen ATAC-seq data	SRX2978948	GSM2692269: NKT.Sp.LPS.3d#1; Mus musculus; ATAC-seq	GSM2692269: NKT.Sp.LPS.3d#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332840		NextSeq 500	NextSeq 500	ILLUMINA	12685377	378070432	12685377	951403275	GSM2692269_r1	SRR5799481.sralite	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799481.sralite.1	239851683	2020-06-20 01:55:21	dbbbb3061ae6522aedfef373a35e38d3	1	SRA Lite	Primary ETL	1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799481.sralite.1	worldwide	anonymous	s3://sra-pub-zq-4/SRR5799481/SRR5799481.sralite.1	s3.us-east-1	aws identity	gs://sra-pub-zq-6/SRR5799481/SRR5799481.zq.1	gs.US	gcp identity	GSM2692269	Spleen	C57BL/6		NKT Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799481/SRR5799481_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799481/SRR5799481_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/001/SRR5799481/SRR5799481_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/001/SRR5799481/SRR5799481_2.fastq.gz
SRR5799482	SRP110978	ImmGen ATAC-seq data	SRX2978949	GSM2692270: NKT.Sp.LPS.3d#2; Mus musculus; ATAC-seq	GSM2692270: NKT.Sp.LPS.3d#2; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332841		NextSeq 500	NextSeq 500	ILLUMINA	10729300	318709929	10729300	804697500	GSM2692270_r1	SRR5799482	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5799482/SRR5799482	318711456	2017-07-03 11:37:33	78223d18ac03753fe60071a957833ccb	1	SRA Normalized	Primary ETL	1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799482.sralite.1	worldwide	anonymous	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5799482/SRR5799482	worldwide	anonymous	gs://sra-pub-zq-5/SRR5799482/SRR5799482.zq.1	gs.US	gcp identity	GSM2692270	Spleen	C57BL/6		NKT Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799482/SRR5799482_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799482/SRR5799482_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/002/SRR5799482/SRR5799482_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/002/SRR5799482/SRR5799482_2.fastq.gz
SRR5799483	SRP110978	ImmGen ATAC-seq data	SRX2978950	GSM2692271: ILC2.SI#1; Mus musculus; ATAC-seq	GSM2692271: ILC2.SI#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332842		NextSeq 500	NextSeq 500	ILLUMINA	14438909	414695925	14438909	1082918175	GSM2692271_r1	SRR5799483.sralite	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799483.sralite.1	273212127	2020-06-20 18:32:47	b7e3a0d8f04e12508b76c6722ba1f21a	1	SRA Lite	Primary ETL	1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799483.sralite.1	worldwide	anonymous	s3://sra-pub-zq-8/SRR5799483/SRR5799483.sralite.1	s3.us-east-1	aws identity	gs://sra-pub-zq-5/SRR5799483/SRR5799483.zq.1	gs.US	gcp identity	GSM2692271	Small intestine	C57BL/6		Innate Lymphocytes		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799483/SRR5799483_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799483/SRR5799483_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/003/SRR5799483/SRR5799483_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/003/SRR5799483/SRR5799483_2.fastq.gz
SRR5799484	SRP110978	ImmGen ATAC-seq data	SRX2978951	GSM2692272: ILC2.SI#2; Mus musculus; ATAC-seq	GSM2692272: ILC2.SI#2; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332843		NextSeq 500	NextSeq 500	ILLUMINA	12464314	362008141	12464314	934823550	GSM2692272_r1	ILC2.SI.rep2.R1.fastq.bz2	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799484.sralite.1	254619210	2020-03-26 16:31:14	39f9007ba984be82c781c4b51b197dc4	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799484.sralite.1	worldwide	anonymous	s3://sra-pub-src-7/SRR5799484/ILC2.SI.rep2.R1.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-7/SRR5799484/SRR5799484.zq.1	gs.US	gcp identity	GSM2692272	Small intestine	C57BL/6		Innate Lymphocytes		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799484/SRR5799484_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799484/SRR5799484_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/004/SRR5799484/SRR5799484_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/004/SRR5799484/SRR5799484_2.fastq.gz
SRR5799485	SRP110978	ImmGen ATAC-seq data	SRX2978952	GSM2692273: ILC3.NKp46-CCR6-.SI#1; Mus musculus; ATAC-seq	GSM2692273: ILC3.NKp46-CCR6-.SI#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332844		NextSeq 500	NextSeq 500	ILLUMINA	13402615	391302321	13402615	1005196125	GSM2692273_r1	ILC3.NKp46-CCR6-.SI.rep1.R2.fastq.bz2	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799485.sralite.1	275196708	2020-03-26 06:40:27	d7b21b17d6c318d880ae4619bd62f7c7	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799485.sralite.1	worldwide	anonymous	s3://sra-pub-src-6/SRR5799485/ILC3.NKp46-CCR6-.SI.rep1.R2.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-6/SRR5799485/SRR5799485.zq.1	gs.US	gcp identity	GSM2692273	Small intestine	C57BL/6		Innate Lymphocytes		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799485/SRR5799485_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799485/SRR5799485_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/005/SRR5799485/SRR5799485_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/005/SRR5799485/SRR5799485_2.fastq.gz
SRR5799486	SRP110978	ImmGen ATAC-seq data	SRX2978953	GSM2692274: ILC3.NKp46-CCR6-.SI#2; Mus musculus; ATAC-seq	GSM2692274: ILC3.NKp46-CCR6-.SI#2; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332845		NextSeq 500	NextSeq 500	ILLUMINA	11751071	342352394	11751071	881330325	GSM2692274_r1	SRR5799486.sralite	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799486.sralite.1	221910325	2020-06-20 01:56:09	66397d0c2b917d564ce627f5e03597d6	1	SRA Lite	Primary ETL	1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799486.sralite.1	worldwide	anonymous	s3://sra-pub-zq-4/SRR5799486/SRR5799486.sralite.1	s3.us-east-1	aws identity	gs://sra-pub-zq-7/SRR5799486/SRR5799486.zq.1	gs.US	gcp identity	GSM2692274	Small intestine	C57BL/6		Innate Lymphocytes		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799486/SRR5799486_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799486/SRR5799486_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/006/SRR5799486/SRR5799486_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/006/SRR5799486/SRR5799486_2.fastq.gz
SRR5799487	SRP110978	ImmGen ATAC-seq data	SRX2978954	GSM2692275: ILC3.CCR6+.SI#1; Mus musculus; ATAC-seq	GSM2692275: ILC3.CCR6+.SI#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332846		NextSeq 500	NextSeq 500	ILLUMINA	12850482	382305839	12850482	963786150	GSM2692275_r1	SRR5799487.sralite	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799487.sralite.1	242882825	2020-06-20 01:57:37	dda7bc9b012c02b328c51494a89c1291	1	SRA Lite	Primary ETL	1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799487.sralite.1	worldwide	anonymous	s3://sra-pub-zq-4/SRR5799487/SRR5799487.sralite.1	s3.us-east-1	aws identity	gs://sra-pub-zq-6/SRR5799487/SRR5799487.zq.1	gs.US	gcp identity	GSM2692275	Small intestine	C57BL/6		Innate Lymphocytes		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799487/SRR5799487_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799487/SRR5799487_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/007/SRR5799487/SRR5799487_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/007/SRR5799487/SRR5799487_2.fastq.gz
SRR5799488	SRP110978	ImmGen ATAC-seq data	SRX2978955	GSM2692276: ILC3.CCR6+.SI#2; Mus musculus; ATAC-seq	GSM2692276: ILC3.CCR6+.SI#2; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332847		NextSeq 500	NextSeq 500	ILLUMINA	11105224	330523092	11105224	832891800	GSM2692276_r1	ILC3.CCR6+.SI.rep2.R2.fastq.bz2	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799488.sralite.1	230400672	2020-03-26 16:32:47	55916b702c77515eaeb3a58752ecb748	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799488.sralite.1	worldwide	anonymous	s3://sra-pub-src-5/SRR5799488/ILC3.CCR6%2B.SI.rep2.R2.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-6/SRR5799488/SRR5799488.zq.1	gs.US	gcp identity	GSM2692276	Small intestine	C57BL/6		Innate Lymphocytes		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799488/SRR5799488_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799488/SRR5799488_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/008/SRR5799488/SRR5799488_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/008/SRR5799488/SRR5799488_2.fastq.gz
SRR5799489	SRP110978	ImmGen ATAC-seq data	SRX2978956	GSM2692277: ILC3.NKp46+.SI#1; Mus musculus; ATAC-seq	GSM2692277: ILC3.NKp46+.SI#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332848		NextSeq 500	NextSeq 500	ILLUMINA	13449982	390437332	13449982	1008748650	GSM2692277_r1	ILC3.NKp46+.SI.rep1.R1.fastq.bz2	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799489.sralite.1	272659588	2020-03-26 12:22:22	a8dbfe977b8cc50e450a41d6880c66ac	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799489.sralite.1	worldwide	anonymous	s3://sra-pub-src-7/SRR5799489/ILC3.NKp46%2B.SI.rep1.R1.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-5/SRR5799489/SRR5799489.zq.1	gs.US	gcp identity	GSM2692277	Small intestine	C57BL/6		Innate Lymphocytes		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799489/SRR5799489_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799489/SRR5799489_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/009/SRR5799489/SRR5799489_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/009/SRR5799489/SRR5799489_2.fastq.gz
SRR5799490	SRP110978	ImmGen ATAC-seq data	SRX2978957	GSM2692278: ILC3.NKp46+.SI#2; Mus musculus; ATAC-seq	GSM2692278: ILC3.NKp46+.SI#2; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332849		NextSeq 500	NextSeq 500	ILLUMINA	12885588	369513711	12885588	966419100	GSM2692278_r1	SRR5799490.sralite	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799490.sralite.1	243366343	2020-06-22 15:19:07	9b1315a29cbe7e573f324e561f201610	1	SRA Lite	Primary ETL	1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799490.sralite.1	worldwide	anonymous	s3://sra-pub-zq-5/SRR5799490/SRR5799490.sralite.1	s3.us-east-1	aws identity	gs://sra-pub-zq-7/SRR5799490/SRR5799490.zq.1	gs.US	gcp identity	GSM2692278	Small intestine	C57BL/6		Innate Lymphocytes		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799490/SRR5799490_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799490/SRR5799490_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/000/SRR5799490/SRR5799490_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/000/SRR5799490/SRR5799490_2.fastq.gz
SRR5799491	SRP110978	ImmGen ATAC-seq data	SRX2978958	GSM2692279: Mo.6C+II-.Bl#1; Mus musculus; ATAC-seq	GSM2692279: Mo.6C+II-.Bl#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332850		NextSeq 500	NextSeq 500	ILLUMINA	11120475	327074686	11120475	834035625	GSM2692279_r1	Mo.6C+II-.Bl.rep1.R2.fastq.bz2	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799491.sralite.1	226063056	2020-03-26 11:47:44	4f19ee7d653047f893d67712b0034712	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799491.sralite.1	worldwide	anonymous	s3://sra-pub-src-6/SRR5799491/Mo.6C%2BII-.Bl.rep1.R2.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-6/SRR5799491/SRR5799491.zq.1	gs.US	gcp identity	GSM2692279	Blood	C57BL/6		Monocyte		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799491/SRR5799491_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799491/SRR5799491_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/001/SRR5799491/SRR5799491_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/001/SRR5799491/SRR5799491_2.fastq.gz
SRR5799492	SRP110978	ImmGen ATAC-seq data	SRX2978959	GSM2692280: Mo.6C+II-.Bl#2; Mus musculus; ATAC-seq	GSM2692280: Mo.6C+II-.Bl#2; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332851		NextSeq 500	NextSeq 500	ILLUMINA	11037079	327966808	11037079	827780925	GSM2692280_r1	SRR5799492.sralite	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799492.sralite.1	208686938	2020-06-21 21:16:10	ba9794d8c23ef3a6067b257bd88e5748	1	SRA Lite	Primary ETL	1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799492.sralite.1	worldwide	anonymous	s3://sra-pub-zq-1/SRR5799492/SRR5799492.sralite.1	s3.us-east-1	aws identity	gs://sra-pub-zq-5/SRR5799492/SRR5799492.zq.1	gs.US	gcp identity	GSM2692280	Blood	C57BL/6		Monocyte		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799492/SRR5799492_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799492/SRR5799492_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/002/SRR5799492/SRR5799492_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/002/SRR5799492/SRR5799492_2.fastq.gz
SRR5799493	SRP110978	ImmGen ATAC-seq data	SRX2978960	GSM2692281: Mo.6C-II-.Bl#1; Mus musculus; ATAC-seq	GSM2692281: Mo.6C-II-.Bl#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332852		NextSeq 500	NextSeq 500	ILLUMINA	13170590	388358259	13170590	987794250	GSM2692281_r1	SRR5799493.sralite	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799493.sralite.1	248834264	2020-06-20 18:32:40	cc7c05fede44f7b040655947c97a1c97	1	SRA Lite	Primary ETL	1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799493.sralite.1	worldwide	anonymous	s3://sra-pub-zq-9/SRR5799493/SRR5799493.sralite.1	s3.us-east-1	aws identity	gs://sra-pub-zq-5/SRR5799493/SRR5799493.zq.1	gs.US	gcp identity	GSM2692281	Blood	C57BL/6		Monocyte		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799493/SRR5799493_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799493/SRR5799493_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/003/SRR5799493/SRR5799493_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/003/SRR5799493/SRR5799493_2.fastq.gz
SRR5799494	SRP110978	ImmGen ATAC-seq data	SRX2978961	GSM2692282: Mo.6C-II-.Bl#2; Mus musculus; ATAC-seq	GSM2692282: Mo.6C-II-.Bl#2; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332853		NextSeq 500	NextSeq 500	ILLUMINA	13542414	401857208	13542414	1015681050	GSM2692282_r1	Mo.6C-II-.Bl.rep2.R1.fastq.bz2	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799494.sralite.1	277728743	2020-03-26 18:46:14	8fb67561c88d79a5d988c25579c55f15	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799494.sralite.1	worldwide	anonymous	s3://sra-pub-src-8/SRR5799494/Mo.6C-II-.Bl.rep2.R1.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-5/SRR5799494/SRR5799494.zq.1	gs.US	gcp identity	GSM2692282	Blood	C57BL/6		Monocyte		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799494/SRR5799494_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799494/SRR5799494_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/004/SRR5799494/SRR5799494_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/004/SRR5799494/SRR5799494_2.fastq.gz
